,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,own_goals,penalties_conceded,recoveries,round,saves,selected,tackled,tackles,target_missed,threat,total_points,transfers_balance,transfers_in,transfers_out,value,winning_goals,kickoff_date
0,2018-08-19,Sun,2,Away,L 1–6,Huddersfield,Manchester City,Y,CM,90,1,0,0,0,2,1,0,0,24,1,0,3,0.6,0.6,0.0,1,0,8,13,1,10,0,1,1,105,42,7,8,0,2,1,2,0.0,0,1,1,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,1,3,0,8,13,8,3,1,18.0,3.0,0,0,2,0,10,2,13,0,0,0,23,0,5,8,0.3,1,0,0,0,0,8.4,1047,49.6,0,2018-08-19 12:30:00+00:00,19 Aug 13:30,0,0,90,0,0,0,0,4,2,0,5789,0,1,1,34.0,5,1216,1602,386,40,0,2018-08-19
1,2018-11-25,Sun,13,Away,W 2–0,Huddersfield,Wolves,N,DM,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,12,0,1,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0.0,6994,0.0,0,2018-11-25 16:00:00+00:00,25 Nov 16:00,0,0,1,0,0,0,0,0,13,0,215511,0,0,0,0.0,1,3698,12948,9250,39,0,2018-11-25
2,2019-02-26,Tue,28,Home,W 1–0,Huddersfield,Wolves,Y,DM,81,0,0,0,0,2,1,0,0,62,5,2,0,0.1,0.1,0.0,1,0,42,48,1,35,2,1,0,821,257,15,15,20,22,6,10,0.0,0,4,0,0,46,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,5,7,2,0,0,3,0,0,24,34,5,1,213.0,102.0,0,0,0,0,41,1,47,0,0,1,26,1,5,41,1.6,0,0,0,0,2,3.8,15527,18.2,0,2019-02-26 19:45:00+00:00,26 Feb 19:45,0,0,81,0,0,0,0,6,28,0,171851,1,2,1,18.0,7,-993,2170,3163,39,0,2019-02-26
3,2019-03-02,Sat,29,Away,L 0–1,Huddersfield,Brighton,Y,"DM,CM",66,0,0,0,0,0,0,0,0,52,1,2,2,0.0,0.0,0.0,3,0,33,40,3,25,1,0,0,630,240,9,12,21,24,3,3,0.0,1,1,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,3,0,3,22,28,2,0,134.0,80.0,0,0,2,0,30,0,40,0,0,1,27,1,6,33,11.8,0,0,0,0,1,2.8,16132,16.6,1,2019-03-02 15:00:00+00:00,02 Mar 15:00,0,0,66,0,0,0,0,1,29,0,177053,0,1,0,0.0,7,4792,7268,2476,39,0,2019-03-02
4,2019-03-09,Sat,30,Home,L 0–2,Huddersfield,Bournemouth,Y,DM,90,0,0,0,0,0,0,1,0,73,3,3,0,0.0,0.0,0.1,1,0,49,61,8,37,2,0,0,796,284,24,25,20,25,4,8,0.1,1,7,2,0,60,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,2,0,0,1,0,2,23,47,4,1,161.0,100.0,1,0,0,1,39,0,59,0,0,0,7,0,4,47,12.2,0,0,0,0,3,2.8,16738,13.4,1,2019-03-09 15:00:00+00:00,09 Mar 15:00,0,0,90,0,0,0,0,10,30,0,191424,1,0,0,2.0,0,13244,15808,2564,39,0,2019-03-09
5,2019-03-16,Sat,31,Away,L 3–4,Huddersfield,West Ham,Y,CB,90,0,0,0,0,2,0,0,0,37,4,0,4,0.1,0.1,0.0,0,0,19,25,1,14,0,0,0,438,186,3,3,12,13,4,9,0.0,0,0,0,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,1,2,2,1,0,7,22,13,3,3,66.0,55.0,0,0,0,0,18,0,25,0,1,0,6,0,3,19,0.0,0,0,0,0,2,4.1,17090,17.2,0,2019-03-16 15:00:00+00:00,16 Mar 15:00,0,0,90,0,0,0,0,3,31,0,262139,0,2,1,24.0,0,5289,9422,4133,39,0,2019-03-16
6,2019-03-30,Sat,32,Away,L 0–2,Huddersfield,Crystal Palace,N,"DM,AM",1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0.0,17910,0.0,0,2019-03-30 15:00:00+00:00,30 Mar 15:00,0,0,1,0,0,0,0,0,32,0,207754,0,0,0,0.0,1,3599,11159,7560,39,0,2019-03-30
7,2019-04-06,Sat,33,Home,L 1–4,Huddersfield,Leicester City,Y,CM,45,0,0,0,0,1,0,1,0,29,2,0,0,0.0,0.0,0.0,1,0,20,25,3,16,0,0,0,411,117,7,8,11,14,2,2,0.0,0,3,0,0,23,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,2,22,5,0,64.0,30.0,0,0,0,0,17,0,25,0,0,0,3,0,1,20,1.4,0,0,0,0,1,0.4,18350,2.0,0,2019-04-06 14:00:00+00:00,06 Apr 15:00,0,0,45,0,0,0,0,3,33,0,200219,0,2,1,1.0,0,-1588,2351,3939,39,0,2019-04-06
8,2019-04-13,Sat,34,Away,L 0–4,Huddersfield,Tottenham,Y,"CB,CM",81,0,0,0,0,1,0,0,0,31,3,0,4,0.2,0.2,0.0,1,0,13,18,0,11,0,0,0,198,49,5,5,5,8,1,2,0.0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,2,3,1,3,1,2,0,6,23,8,1,1,35.0,10.0,0,0,2,0,10,0,18,0,1,0,11,0,5,13,0.1,0,0,0,0,0,2.7,18980,22.8,0,2019-04-13 11:30:00+00:00,13 Apr 12:30,0,0,81,0,0,0,0,3,34,0,193525,0,3,1,4.0,1,-5686,1740,7426,39,0,2019-04-13
9,2019-04-26,Fri,36,Away,L 0–5,Huddersfield,Liverpool,Y,DM,80,0,0,0,0,1,0,0,0,42,4,1,1,0.1,0.1,0.0,0,0,19,32,0,22,0,0,0,251,57,11,14,7,9,0,4,0.0,0,2,0,0,29,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,4,2,0,1,2,1,2,16,21,6,1,38.0,14.0,0,0,1,0,23,1,30,0,0,0,9,0,3,18,0.7,0,0,1,0,0,2.7,20458,8.6,0,2019-04-26 19:00:00+00:00,26 Apr 20:00,0,0,80,0,0,0,0,4,36,0,188992,0,2,0,18.0,0,-2145,1575,3720,39,0,2019-04-26
