,Date,Day,Matchweek,Venue,Result,Team,Opponent,Start,Position,Minutes Played,Goals,Assists,Penalties Scored,Penalties Attempted,Shots,Shots on Target,Yellow Cards,Red Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,Shot Creating Actions,Goal Creating Actions,Passes Completed,Passes Attempted,Progressive Passes,Carries,Progressive Carries,Take-ons Attempted,Successful Take-ons,Passing Distance,Progressive Passing Distance,Short Passes Completed,Short Passes Attempted,Medium Passes Completed,Medium Passes Attempted,Long Passes Completed,Long Passes Attempted,Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live Pass,Dead Pass,Free Kick Pass,Through Balls,Switches,Crosses,Throw Ins Taken,Corners Taken,Passes Offside,Live SCA,Deadball SCA,Take-on SCA,Shot SCA,Foul SCA,Defense SCA,Live GCA,Deadball GCA,Take-on GCA,Shot GCA,Foul GCA,Defense GCA,Tackles Won,Defensive Third Tackles,Middle Third Tackles,Attacking Third Tackles,Dribblers Tackled,Dribblers Tackled Attempts,Challenges Lost,Shots Blocked,Passes Blocked,Clearances,Defensive Errors,Defensive Penalty Area Touches,Defensive Third Touches,Middle Third Touches,Attacking Third Touches,Penalty Area Touches,Carry Distance,Progressive Carry Distance,Final Third Carries,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,own_goals,penalties_conceded,recoveries,round,saves,selected,tackled,tackles,target_missed,threat,total_points,transfers_balance,transfers_in,transfers_out,value,winning_goals,kickoff_date
0,2017-08-26,Sat,3,Away,L 0–3,West Ham,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,75,1,0,1,0.0,0.0,0.0,0,0,49,66,0,39,0,1,1,1131,407,11,14,26,33,12,19,0.0,0,4,0,0,65,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,7,0,7,38,35,2,2,194.0,121.0,0,0,0,0,54,0,65,0,0,0,12,0,9,49,0.3,1,0,0,0,1,3.0,1468,25.4,0,2017-08-26 14:00:00+00:00,26 Aug 15:00,0,0,90,0,0,0,0,0,3,0,12772,0,0,0,4.0,1,-1534,228,1762,45,0,2017-08-26
1,2017-09-11,Mon,4,Home,W 2–0,West Ham,Huddersfield,Y,CB,90,0,0,0,0,1,0,0,0,56,1,1,1,0.2,0.2,0.0,1,0,29,38,4,25,2,0,0,687,384,7,7,15,16,7,15,0.0,0,5,0,0,36,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,8,0,6,21,32,3,2,103.0,73.0,0,0,1,0,26,0,38,0,1,0,23,1,12,29,0.5,0,0,0,0,0,3.5,1999,28.6,0,2017-09-11 19:00:00+00:00,11 Sep 20:00,0,0,90,0,0,0,0,4,4,0,12383,0,0,1,6.0,6,-733,333,1066,45,0,2017-09-11
2,2017-09-16,Sat,5,Away,D 0–0,West Ham,West Brom,Y,CB,57,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,1,0,40,45,4,37,2,0,0,838,201,11,11,21,24,8,10,0.0,1,1,0,0,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,17,32,1,0,229.0,151.0,0,0,0,0,39,0,45,0,0,0,9,0,5,40,11.3,0,0,0,0,1,2.2,2543,10.2,1,2017-09-16 14:00:00+00:00,16 Sep 15:00,0,0,57,0,0,0,0,2,5,0,15997,0,0,0,0.0,1,3023,4672,1649,44,0,2017-09-16
3,2017-12-16,Sat,18,Away,W 3–0,West Ham,Stoke City,Y,CB,90,0,0,0,0,0,0,0,0,41,0,1,3,0.0,0.0,0.0,1,0,11,18,0,6,0,0,0,260,156,6,7,2,3,3,7,0.0,0,1,0,0,17,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,16,32,8,1,0,64.0,38.0,1,0,0,0,11,0,16,0,0,0,27,1,22,10,0.1,1,0,0,0,3,4.8,9877,47.8,0,2017-12-16 16:00:00+00:00,16 Dec 16:00,0,0,90,0,0,0,0,0,18,0,6987,0,0,0,0.0,6,-71,55,126,43,0,2017-12-16
4,2017-12-26,Tue,20,Away,D 3–3,West Ham,Bournemouth,Y*,CB,90,1,0,0,0,1,1,1,0,50,1,3,2,0.1,0.1,0.0,0,0,23,31,1,20,0,0,0,502,270,4,4,14,16,5,9,0.0,0,2,0,0,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,13,0,10,29,21,1,1,78.0,39.0,0,0,0,0,22,0,29,0,0,0,26,0,16,22,0.1,0,0,0,0,1,11.0,11042,62.0,0,2017-12-26 15:00:00+00:00,26 Dec 15:00,0,0,90,0,0,0,0,1,20,0,8306,0,2,0,48.0,6,-152,178,330,43,0,2017-12-26
5,2018-01-13,Sat,23,Away,W 4–1,West Ham,Huddersfield,Y,CB,90,0,0,0,0,0,0,0,0,36,0,2,1,0.0,0.0,0.0,1,0,14,21,1,8,0,0,0,334,212,4,4,7,10,3,7,0.0,0,3,1,0,19,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,9,19,17,0,0,37.0,24.0,0,0,0,0,12,0,22,0,0,0,12,0,15,15,0.2,0,0,0,0,1,2.8,12806,27.4,0,2018-01-13 15:00:00+00:00,13 Jan 15:00,0,0,90,0,0,0,0,1,23,0,11840,0,0,0,0.0,2,-1374,521,1895,43,0,2018-01-13
6,2018-01-20,Sat,24,Home,D 1–1,West Ham,Bournemouth,Y,CB,90,0,0,0,0,0,0,1,0,42,2,0,2,0.0,0.0,0.0,0,0,25,34,2,12,0,0,0,502,182,7,9,14,15,4,10,0.0,0,0,0,0,31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,2,5,0,7,17,21,4,1,36.0,7.0,0,0,0,0,20,0,33,0,0,0,7,0,6,24,0.8,0,0,0,0,1,1.7,13404,14.6,0,2018-01-20 15:00:00+00:00,20 Jan 15:00,0,0,90,0,0,0,0,2,24,0,13624,0,0,0,2.0,1,1652,2419,767,43,0,2018-01-20
7,2018-01-30,Tue,25,Home,D 1–1,West Ham,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,48,2,2,1,0.0,0.0,0.0,0,0,19,31,3,12,1,0,0,401,268,7,9,8,13,4,8,0.0,0,1,0,0,29,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,0,9,0,7,27,18,3,2,80.0,61.0,0,0,0,0,15,0,29,0,0,0,15,0,14,19,0.7,0,0,0,0,1,2.9,14007,24.0,0,2018-01-30 19:45:00+00:00,30 Jan 19:45,0,0,90,0,0,0,0,3,25,0,14934,0,1,0,4.0,2,1189,2047,858,43,0,2018-01-30
8,2018-02-03,Sat,26,Away,L 1–3,West Ham,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,42,1,4,1,0.0,0.0,0.0,0,0,22,28,2,18,0,0,0,513,226,3,3,14,17,5,8,0.0,0,1,1,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,8,1,3,21,21,0,0,122.0,65.0,0,0,0,0,20,0,29,0,0,0,10,0,13,22,0.3,0,0,1,0,0,2.3,14620,22.6,0,2018-02-03 15:00:00+00:00,03 Feb 15:00,0,0,90,0,0,0,0,4,26,0,15438,0,0,0,0.0,1,457,1004,547,43,0,2018-02-03
9,2018-02-10,Sat,27,Home,W 2–0,West Ham,Watford,Y,CB,90,0,0,0,0,0,0,0,0,40,2,1,0,0.0,0.0,0.2,1,0,12,18,2,5,0,0,0,261,58,3,3,7,10,2,5,0.1,1,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,19,0,15,28,10,2,2,38.0,15.0,0,0,0,0,5,0,18,1,0,3,36,1,20,12,10.6,0,0,0,0,1,5.7,15245,42.4,1,2018-02-10 15:00:00+00:00,10 Feb 15:00,0,0,90,0,0,0,0,5,27,0,15644,0,2,0,4.0,9,142,859,717,43,0,2018-02-10
